,open,high,low,close,volume
20201014,8150,8160,8080,8090,1399974
20201013,8150,8170,8100,8160,1118700
20201012,8150,8160,8080,8140,1719441
20201008,8180,8190,8120,8150,1579611
20201007,8090,8180,8040,8160,1317017
20201006,8120,8180,8100,8110,1300691
20201005,8040,8180,8010,8110,1987602
20200929,7990,8050,7980,8010,1293592
20200928,7910,7960,7880,7910,968554
20200925,7840,7920,7830,7850,998281
20200924,7880,7880,7780,7790,1526369
20200923,7900,7920,7850,7910,1691834
20200922,7970,8000,7870,7880,2091223
20200921,8050,8090,7980,8000,1767710
20200918,8140,8140,8000,8000,3530713
20200917,8140,8160,8100,8120,1533685
20200916,8150,8170,8120,8150,1546812
20200915,8200,8210,8150,8170,1801216
20200914,8200,8230,8150,8200,1440155
20200911,8130,8180,8120,8180,1097220
20200910,8160,8200,8140,8200,1621707
20200909,8160,8190,8090,8130,2659641
20200908,8300,8360,8220,8230,1994391
20200907,8240,8290,8180,8270,1203100
20200904,8170,8230,8140,8200,1227206
20200903,8230,8340,8230,8290,1464078
20200902,8200,8230,8160,8220,893824
20200901,8090,8210,8080,8170,1375302
20200831,8280,8320,8090,8090,2731627
20200828,8270,8360,8230,8260,1177457
20200827,8310,8310,8200,8220,1176456
20200826,8380,8410,8220,8350,1463232
20200825,8360,8440,8330,8420,1392604
20200824,8190,8300,8110,8280,1120572
20200821,8160,8270,8150,8190,1331757
20200820,8320,8380,8120,8120,2494703
20200819,8320,8550,8320,8390,1330333
20200818,8620,8650,8300,8300,2600765
20200814,8820,8830,8610,8700,1991022
20200813,8800,8860,8740,8820,3430244
20200812,8750,8890,8570,8800,4199990
20200811,8500,8690,8450,8680,4207516
20200810,8260,8410,8230,8400,3094346
20200807,8320,8330,8170,8230,1585276
20200806,8180,8400,8170,8290,2724744
20200805,8200,8240,8120,8160,1253971
20200804,8070,8220,8070,8200,1361938
20200803,8140,8160,8070,8080,1136832
20200731,8240,8250,8110,8110,2051856
20200730,8270,8340,8220,8240,1445972
20200729,8250,8340,8220,8260,1200391
20200728,8300,8400,8250,8300,1916364
20200727,8250,8400,8250,8290,1210824
20200724,8210,8330,8170,8250,1220735
20200723,8350,8380,8210,8250,1877647
20200722,8320,8600,8300,8350,3437481
20200721,8330,8400,8200,8260,1740152
20200720,8180,8340,8140,8330,1604882
20200717,8280,8300,8180,8200,1294068
20200716,8300,8370,8180,8290,1429668
20200715,8170,8380,8160,8260,2221196
20200714,8060,8100,8020,8100,979442
20200713,7980,8150,7900,8150,1537523
20200710,8000,8020,7860,7870,2175370
20200709,8150,8160,8020,8020,1803494
20200708,8090,8190,8090,8130,1331489
20200707,8270,8330,8140,8140,1655384
20200706,8170,8220,8070,8210,1480755
20200703,8170,8260,8120,8170,967410
20200702,8110,8180,8100,8150,932932
20200701,8120,8250,8110,8120,1116031
20200630,8080,8200,8060,8080,1493595
20200629,8000,8050,7950,8020,1720515
20200626,8240,8290,8180,8180,1449752
20200625,8280,8280,8100,8110,1791323
20200624,8300,8410,8280,8300,1618551
20200623,8450,8530,8190,8270,2305389
20200622,8560,8590,8400,8400,2197121
20200619,8900,8910,8640,8640,3523066
20200618,8740,8860,8690,8810,1594860
20200617,8890,8890,8620,8820,2100867
20200616,8450,8920,8450,8900,2692428
20200615,8550,8810,8310,8310,3511295
20200612,8290,8600,8290,8590,3467501
20200611,9110,9120,8780,8840,6190796
20200610,9480,9500,9240,9280,2561458
20200609,9630,9750,9350,9480,3464519
20200608,9990,10000,9640,9680,2862958
20200605,9560,9790,9450,9730,3110692
20200604,9900,10150,9370,9540,6349119
20200603,9270,9960,9140,9730,8315050
20200602,8470,9050,8460,9000,5549703
20200601,8300,8500,8300,8480,2861703
20200529,8110,8400,8030,8280,4819669
20200528,8170,8380,8060,8240,7549725
20200527,7860,7990,7810,7960,4295846
20200526,7640,7810,7580,7770,2471172
20200525,7600,7620,7520,7620,955351
20200522,7750,7750,7550,7560,1810736
20200521,7740,7770,7680,7740,1907202
20200520,7640,7720,7620,7680,1459404
20200519,7670,7800,7670,7730,2869594
20200518,7570,7600,7420,7460,1546786
20200515,7480,7630,7390,7550,2522150
20200514,7360,7410,7320,7370,1867079
20200513,7360,7450,7310,7450,1711980
20200512,7600,7600,7400,7440,2375026
20200511,7740,7770,7600,7600,1831910
20200508,7770,7820,7710,7740,1891292
20200507,7650,7760,7590,7720,1809219
20200506,7770,7790,7620,7670,2286710
20200504,7740,7800,7620,7660,3212983
20200429,7790,8020,7750,7900,4387448
20200428,7780,8090,7640,7720,5874015
20200427,7230,7710,7230,7620,4822565
20200424,7300,7300,7190,7200,2462628
20200423,7370,7410,7300,7320,2632930
20200422,7270,7360,7210,7340,3578458
20200421,7560,7620,7400,7480,3416231
20200420,7800,7830,7650,7700,3925258
20200417,7790,7930,7780,7880,2806396
20200416,7780,7820,7630,7720,2611738
20200414,7830,7900,7750,7900,1866762
20200413,7770,8040,7710,7750,3243711
20200410,7590,7840,7520,7820,3715056
20200409,7570,7600,7450,7510,2155700
20200408,7510,7590,7430,7450,2103995
20200407,7650,7800,7450,7560,2976291
20200406,7230,7450,7210,7440,2517463
20200403,7230,7300,7100,7230,1880217
20200402,7160,7300,7000,7230,2046811
20200401,7400,7550,7160,7160,2277600
20200331,7400,7560,7280,7500,2696258
20200330,7130,7410,6980,7270,2169902
20200327,7600,7670,7220,7370,2917213
20200326,7400,7510,7160,7270,3906989
20200325,7070,7470,7030,7370,3811848
20200324,6330,6760,6160,6680,2411046
20200323,6150,6410,6010,6130,2587895
20200320,6030,6620,5900,6620,3698474
20200319,6510,6600,5860,5870,4156109
20200318,6710,6790,6510,6510,2618531
20200317,6600,6870,6500,6710,3685283
20200316,7480,7640,7100,7100,3104062
20200313,7150,7650,7020,7450,4868340
20200312,8320,8350,7800,7910,4060421
20200311,8390,8620,8360,8420,2129277
20200310,8300,8480,8290,8410,1878506
20200309,8860,8870,8500,8520,2732695
20200306,9320,9360,8950,9020,3798856
20200305,9490,9500,9350,9390,2157354
20200304,9380,9540,9330,9450,1879329
20200303,9510,9580,9390,9390,1549972
20200302,9490,9580,9410,9430,1313790
20200228,9700,9720,9450,9510,2529664
20200227,9600,9820,9600,9780,1403170
20200226,9550,9750,9500,9660,1497075
20200225,9320,9840,9320,9690,1703737
20200224,9680,9720,9480,9480,2460837
20200221,9980,9990,9900,9900,1850503
20200220,10100,10150,10000,10000,1213375
20200219,10050,10150,10000,10100,1542470
