,open,high,low,close,volume
20201014,29000,29050,28750,28800,98931
20201013,29250,29300,28950,29100,116049
20201012,29250,29250,28900,29200,120544
20201008,28900,29200,28800,29100,218704
20201007,28950,28950,28350,28800,95427
20201006,28550,28800,28500,28650,58946
20201005,28500,28750,28250,28650,122059
20200929,28150,28250,27900,28200,101700
20200928,27800,28150,27750,27850,59882
20200925,28100,28100,27700,27700,59510
20200924,28200,28200,27650,27650,147978
20200923,28400,28450,28200,28250,130827
20200922,28750,28750,28300,28400,135279
20200921,28900,29000,28550,28650,124243
20200918,28850,28900,28650,28900,112577
20200917,28900,29000,28550,28750,124712
20200916,28800,29050,28750,28850,83749
20200915,28850,29000,28600,29000,110183
20200914,28450,28950,28400,28850,116563
20200911,28400,28600,28300,28450,103336
20200910,28800,28800,28400,28400,188752
20200909,28650,28700,28400,28650,131588
20200908,28850,29050,28650,28800,127337
20200907,29050,29050,28600,28650,134434
20200904,28300,28600,28100,28600,143834
20200903,29000,29050,28700,28700,136951
20200902,28950,29000,28650,28950,100825
20200901,28650,29000,28600,28850,105561
20200831,29150,29200,28500,28750,258331
20200828,29100,29200,28750,29150,149013
20200827,29300,29450,28500,28900,174804
20200826,29750,29850,29250,29450,104172
20200825,29600,29750,29300,29750,146647
20200824,28850,29350,28500,29350,125106
20200821,29000,29350,28850,28850,153556
20200820,29900,30300,28800,28850,297463
20200819,29700,30100,29500,29900,187959
20200818,30200,30350,29150,29150,405777
20200814,30500,30600,29650,30050,234710
20200813,30000,30550,29500,29950,439032
20200812,29400,29700,28900,29700,283877
20200811,29350,29700,29100,29350,213417
20200810,28400,29450,28350,29250,289188
20200807,28800,28800,28400,28600,151534
20200806,28450,28800,28300,28650,191322
20200805,28250,28350,28150,28300,134065
20200804,28150,28550,28100,28200,173294
20200803,28300,28450,28000,28100,152316
20200731,28650,28900,28200,28300,165178
20200730,28600,28950,28350,28850,196129
20200729,28200,28750,28050,28700,229601
20200728,28100,28700,28000,28050,220003
20200727,28000,28450,28000,28150,73313
20200724,28300,28350,27900,28100,88015
20200723,28600,28650,28200,28300,137291
20200722,28450,29650,28450,28550,277546
20200721,28650,28750,28350,28350,216279
20200720,28750,28800,28400,28550,59245
20200717,28950,28950,28700,28750,65289
20200716,28850,29000,28650,28750,100639
20200715,29000,29150,28650,28700,128980
20200714,28750,28950,28550,28800,152519
20200713,28150,28450,28000,28300,97863
20200710,28500,28550,27950,28000,190985
20200709,28400,28650,28350,28400,103425
20200708,28450,28500,28150,28400,96783
20200707,28950,29150,28250,28300,181711
20200706,28950,29050,28300,28900,123249
20200703,28800,28950,28500,28700,65172
20200702,28200,29000,28000,28700,156010
20200701,27450,28000,27400,27800,92508
20200630,27250,27750,27150,27350,116822
20200629,27400,27600,27100,27150,105552
20200626,28050,28400,27700,27950,63024
20200625,28000,28300,27300,27850,141004
20200624,27700,28550,27700,28200,147755
20200623,27600,28000,27250,27650,175739
20200622,27450,27750,27400,27400,115971
20200619,27850,27850,27400,27750,111556
20200618,27700,28100,27550,27550,154739
20200617,28300,28500,27650,27900,167597
20200616,27900,28600,27650,28400,259846
20200615,28300,28600,27200,27250,275456
20200612,28000,28900,28000,28550,328623
20200611,29900,29950,29300,29300,290979
20200610,30400,30450,29900,30000,207496
20200609,31100,31200,30200,30400,238779
20200608,31300,31400,30650,30850,226275
20200605,30600,31100,30300,30900,171934
20200604,32300,32300,30250,30550,518659
20200603,30300,31250,30150,31200,739069
20200602,29450,30150,29400,29900,393050
20200601,29300,29550,29300,29450,220841
20200529,29700,29700,29000,29550,375708
20200528,29600,30150,29350,29850,389958
20200527,29650,29850,29350,29550,211712
20200526,29350,29700,29250,29650,194184
20200525,29500,29500,29100,29300,104672
20200522,29450,29700,29300,29300,133411
20200521,29900,29950,29400,29500,208203
20200520,29950,30050,29750,29800,169409
20200519,29750,30200,29550,30200,242804
20200518,29750,29800,29200,29200,109107
20200515,29250,29850,29000,29450,220321
20200514,29050,29400,28800,29050,182408
20200513,29000,29450,28550,29350,135163
20200512,29500,29700,28750,29000,236755
20200511,30650,30950,29500,29500,312764
20200508,30150,30700,30000,30150,287783
20200507,28850,29850,28850,29750,230265
20200506,29400,29500,28750,28850,266877
20200504,29200,29550,28750,29050,385323
20200429,28750,30650,28600,30000,365982
20200428,28900,29100,28250,28550,154662
20200427,27850,29050,27850,28900,167133
20200424,27950,28150,27700,27800,89541
20200423,27750,28400,27750,27950,118401
20200422,28000,28000,27400,27750,156638
20200421,28500,28600,27800,28050,155763
20200420,29050,29150,28500,28600,162821
20200417,28750,29500,28750,29000,244526
20200416,28700,29050,28200,28750,193604
20200414,28950,29250,28800,29100,120930
20200413,29200,29200,28500,28950,95709
20200410,28850,29550,28850,29250,182815
20200409,29300,29600,28750,28750,172558
20200408,29000,29250,28400,28800,153695
20200407,29550,29750,28700,29050,151118
20200406,28400,29300,28250,29050,140745
20200403,28100,28850,27800,28400,147753
20200402,27650,28850,27650,28500,113473
20200401,29250,29550,28000,28000,146956
20200331,30350,31250,29800,29900,168345
20200330,28600,30900,27350,30850,123892
20200327,28050,28900,27150,28900,212279
20200326,26800,27400,26200,26700,195869
20200325,26000,27150,26000,27150,169395
20200324,25200,26300,24900,25950,158409
20200323,24650,26850,24650,25150,181905
20200320,23600,28350,22000,27300,222603
20200319,28450,28800,23600,23600,223211
20200318,29550,29700,27750,28150,145562
