,open,high,low,close,volume
202010141530,22950,22950,22950,22950,21457
202010141520,22900,23000,22900,23000,48050
202010141515,22950,22950,22900,22900,11161
202010141510,22900,22950,22900,22900,6535
202010141505,22900,22950,22900,22900,18200
202010141500,22950,22950,22900,22950,12631
202010141455,22900,22950,22900,22900,4439
202010141450,22900,22950,22900,22950,4969
202010141445,22950,23000,22900,22950,63165
202010141440,22950,23000,22950,22950,3430
202010141435,22950,23000,22950,23000,6060
202010141430,22950,23000,22950,22950,6072
202010141425,22950,23000,22950,23000,5708
202010141420,22950,23000,22950,23000,824
202010141415,22950,23000,22950,22950,3079
202010141410,23000,23000,22950,23000,14218
202010141405,23000,23000,22950,23000,1672
202010141400,22950,23000,22950,22950,1813
202010141355,22950,23000,22950,23000,9545
202010141350,22950,23000,22950,22950,1850
202010141345,22950,23000,22950,23000,2920
202010141340,23000,23000,22950,23000,3295
202010141335,22950,23000,22950,23000,810
202010141330,23000,23000,22950,23000,4166
202010141325,22950,23000,22950,23000,984
202010141320,23000,23000,22950,22950,1855
202010141315,22950,23000,22950,22950,1973
202010141310,22950,23000,22950,22950,2939
202010141305,23000,23000,22950,22950,2700
202010141300,22950,23000,22950,23000,3491
202010141255,22950,23000,22950,22950,971
202010141250,22950,23000,22950,23000,1173
202010141245,23000,23000,22950,22950,1214
202010141240,23000,23000,22950,23000,1078
202010141235,23000,23000,22950,23000,14134
202010141230,22950,23000,22950,23000,3354
202010141225,22950,23000,22950,22950,11225
202010141220,23000,23000,22950,23000,1986
202010141215,22950,23000,22950,22950,1269
202010141210,23000,23000,22950,22950,1347
202010141205,23000,23000,22950,22950,9111
202010141200,23050,23050,22950,22950,18766
202010141155,23050,23050,23000,23000,1078
202010141150,23000,23050,23000,23000,2409
202010141145,23050,23100,23000,23000,12906
202010141140,22950,23050,22950,23050,17085
202010141135,23000,23000,22950,23000,7637
202010141130,22950,23000,22950,23000,1778
202010141125,23000,23000,22950,23000,1704
202010141120,22950,23000,22900,23000,16622
202010141115,22900,22950,22900,22950,11938
202010141110,22950,23000,22900,22950,15206
202010141105,22900,23000,22900,22950,28052
202010141100,22950,23000,22900,22950,39410
202010141055,23000,23000,22950,23000,30958
202010141050,23000,23000,22950,23000,1626
202010141045,23000,23000,22950,23000,1909
202010141040,23000,23000,22950,23000,3318
202010141035,22950,23000,22950,23000,4368
202010141030,23000,23000,22950,22950,2757
202010141025,22950,23000,22950,23000,2302
202010141020,23000,23000,22950,22950,4485
202010141015,22950,23000,22950,22950,3642
202010141010,22950,23000,22950,23000,3571
202010141005,23000,23000,22950,22950,920
202010141000,23000,23000,22950,22950,3088
202010140955,22950,23000,22950,23000,3878
202010140950,23050,23050,22950,22950,82379
202010140945,23050,23050,23000,23050,8648
202010140940,23100,23100,23000,23050,10822
202010140935,23050,23100,23000,23050,31708
202010140930,23100,23100,23050,23050,2091
202010140925,23100,23100,23050,23100,6129
202010140920,23050,23100,23050,23050,5306
202010140915,23050,23100,23050,23050,4382
202010140910,23100,23100,23050,23050,6791
202010140905,23100,23100,23050,23050,11463
202010131530,23150,23150,23150,23150,44487
202010131520,23150,23150,23100,23150,8455
202010131515,23150,23150,23100,23150,8395
202010131510,23150,23150,23100,23150,9276
202010131505,23100,23150,23100,23150,4726
202010131500,23100,23150,23100,23100,4138
202010131455,23100,23150,23100,23100,6503
202010131450,23100,23150,23100,23100,4304
202010131445,23100,23150,23100,23100,4933
202010131440,23100,23150,23100,23100,4457
202010131435,23100,23150,23100,23100,3574
