,open,high,low,close,volume
20201014,73300,74800,73100,73500,57963
20201013,72700,73500,72400,73400,39676
20201012,71900,72500,70800,72400,39844
20201008,71000,71500,70500,70900,49833
20201007,70900,71100,69500,70900,25620
20201006,71400,72400,70000,70200,35188
20201005,73500,73500,71100,71500,26397
20200929,69500,71700,69500,71300,33232
20200928,68600,69900,68100,69500,24435
20200925,70700,71600,67800,67900,49446
20200924,71400,72500,69200,70100,40978
20200923,72500,73800,70900,72900,47808
20200922,74000,74000,71200,72400,45041
20200921,77000,77000,73200,74100,56407
20200918,75400,76300,73500,75900,60095
20200917,74900,76500,73200,74300,57518
20200916,74700,77500,73200,74700,89208
20200915,77500,77500,74700,75800,67219
20200914,73300,78000,73300,76000,147551
20200911,70000,74500,69500,72500,199477
20200910,67500,68800,66600,68100,62888
20200909,64700,67800,64000,66900,61254
20200908,63300,66900,63100,65800,54642
20200907,62700,63500,62300,62800,27141
20200904,64000,64100,62800,63400,41502
20200903,67400,67400,64300,65200,44044
20200902,64500,66000,64000,65200,31069
20200901,65300,66000,63600,64900,45049
20200831,62900,67000,62900,65300,132302
20200828,60000,61900,59400,61800,107300
20200827,58900,59000,57800,58300,37998
20200826,60300,60300,58700,58900,32098
20200825,58800,60100,58600,60000,26631
20200824,57800,59200,57800,58800,16800
20200821,57900,59200,57600,58300,36133
20200820,61200,61300,57900,57900,75547
20200819,61600,62100,61100,61700,33278
20200818,64500,64500,61600,61600,34827
20200814,65500,65500,63200,64000,26412
20200813,63800,65100,63300,64300,60896
20200812,63500,64300,62100,62900,66591
20200811,62500,63400,62100,62800,37302
20200810,61600,63000,61100,62500,42059
20200807,61700,62800,61500,62100,29432
20200806,60900,62500,60800,61800,42631
20200805,60700,61600,60500,60800,24827
20200804,60200,61500,60100,61000,35298
20200803,60600,61000,60000,60100,30392
20200731,60700,61300,60500,60600,26263
20200730,60600,61700,60600,60800,30679
20200729,61200,61300,60500,60800,52835
20200728,62000,63100,61600,61600,28530
20200727,62700,63000,61600,62200,33459
20200724,62100,63100,61200,62500,18792
20200723,63400,63400,62300,62400,27726
20200722,64400,64800,63000,63300,43854
20200721,64300,65600,64300,64600,24617
20200720,65000,65400,64000,64600,11874
20200717,65500,65900,64000,65000,17049
20200716,64200,65500,63900,64700,18388
20200715,64900,65600,63600,64500,33975
20200714,62700,64500,62200,64500,18302
20200713,62400,63100,61600,63100,16684
20200710,62800,63000,61400,61700,34923
20200709,64100,64100,62100,62800,29572
20200708,64200,64400,63200,63700,22130
20200707,64800,65200,63700,64200,27315
20200706,65800,65800,63900,64700,27574
20200703,64500,65100,64300,64600,19164
