,open,high,low,close,volume
20201014,15700,15700,15100,15400,195549
20201013,16050,16050,15450,15700,283948
20201012,15850,16500,15750,16050,374437
20201008,15800,16100,15500,15750,285171
20201007,15000,15800,14900,15750,184606
20201006,15250,15400,14900,15100,152847
20201005,15400,15650,15100,15300,221736
20200929,14800,15450,14400,15400,254662
20200928,14600,14700,14200,14600,211777
20200925,14900,14900,14150,14450,242093
20200924,13900,15000,13300,14750,574375
20200923,14800,15200,14000,14350,328737
20200922,15150,15150,14450,14900,284239
20200921,15500,15600,15100,15200,214204
20200918,15500,15700,15300,15450,198101
20200917,15800,16000,15500,15550,203384
20200916,15650,16100,15250,15800,320044
20200915,15550,16100,15450,15850,290966
20200914,15050,15850,14800,15650,437247
20200911,15450,15600,14750,15150,350919
20200910,15950,16100,15650,15650,241403
20200909,15650,15950,15350,15950,322420
20200908,16150,16600,15600,16050,376722
20200907,16100,16450,15100,16150,886970
20200904,16850,18350,16000,16500,2308626
20200903,18900,18900,18900,18900,0
20200902,18900,18900,18900,18900,0
20200901,18900,18900,18900,18900,0
20200831,18900,18900,18900,18900,0
20200828,18900,18900,18900,18900,0
20200827,18900,18900,18900,18900,0
20200826,18900,18900,18900,18900,0
20200825,18900,18900,18900,18900,0
20200824,18900,18900,18900,18900,0
20200821,18900,18900,18900,18900,0
20200820,18900,18900,18900,18900,0
20200819,18900,18900,18900,18900,0
20200818,18900,18900,18900,18900,0
20200814,19250,19650,18300,18900,1124891
20200813,18500,19200,18050,18950,711233
20200812,17900,19200,17850,18800,1841625
20200811,16850,17600,16700,17450,694792
20200810,16600,16800,16450,16800,273914
20200807,16350,17000,16250,16600,545055
20200806,16200,16400,16050,16250,178369
20200805,16600,16650,16100,16200,308590
20200804,16600,16750,16300,16550,275009
20200803,17000,17000,16450,16600,434154
20200731,16400,16700,16350,16450,280626
20200730,16500,16650,16300,16500,341014
20200729,16000,16500,15750,16300,353986
20200728,16750,16750,16200,16200,333961
20200727,16450,16750,15900,16600,369645
20200724,16800,16850,16250,16450,448401
20200723,16700,17400,16300,17000,599768
20200722,16000,17700,15700,16700,1825155
20200721,14450,15950,14400,15750,1112946
20200720,14600,14650,14150,14550,505721
20200717,14300,14550,14150,14400,608606
20200716,14050,14150,13950,14150,239184
20200715,14000,14250,13900,14050,215955
20200714,13700,13900,13500,13850,146997
20200713,13850,13950,13550,13800,198779
20200710,14150,14150,13650,13650,226970
20200709,14350,14350,13950,14150,173640
20200708,13900,14250,13750,14150,293224
20200707,13850,13900,13600,13900,239285
20200706,13700,13850,13400,13850,188569
20200703,13350,13700,13200,13600,222829
20200702,13050,13350,13000,13350,193188
20200701,13300,13350,12900,13000,163539
20200630,12550,13700,12500,13350,657997
20200629,12500,12700,12200,12350,245832
20200626,12850,13100,12700,12800,259697
20200625,12750,13150,12650,12850,300356
20200624,13050,13250,12850,13050,202007
20200623,13400,13400,12850,13000,239913
20200622,13300,13550,13200,13350,199351
20200619,13900,13900,13400,13500,301563
20200618,13250,13850,13100,13600,248320
20200617,12950,13500,12800,13350,288898
20200616,12750,13200,12600,13150,402284
20200615,13350,13600,12250,12250,673460
20200612,13250,13800,13150,13800,665488
20200611,14450,14500,13950,14200,1650040
20200610,14100,14500,14000,14450,630865
20200609,13950,14200,13850,14100,579371
20200608,13950,14000,13750,13800,168536
20200605,13950,14050,13750,13850,213748
20200604,14000,14150,13800,13800,431141
20200603,13850,13900,13650,13900,334331
20200602,13700,13900,13450,13800,244103
20200601,13500,13750,13350,13700,296961
20200529,12800,13700,12700,13700,578193
20200528,13600,13800,12700,13000,651902
20200527,14050,14050,13200,13300,432671
20200526,13800,13900,13600,13800,200946
20200525,13900,14100,13550,13800,266327
20200522,13600,14100,13600,13900,298190
20200521,13650,13750,13250,13750,265527
20200520,13200,13650,13100,13500,364983
20200519,13700,14000,13000,13500,859460
20200518,12500,12950,12500,12850,322018
20200515,12050,12500,11800,12500,259543
20200514,12150,12350,11950,12050,199432
20200513,11850,12450,11750,12400,239289
20200512,12700,12750,11800,12100,370830
20200511,12500,12700,12100,12700,277215
20200508,12000,12650,11850,12500,573870
20200507,11850,12300,11650,12000,448012
20200506,11400,11800,11150,11700,358557
20200504,11350,11550,11150,11400,206749
20200429,11850,11850,11300,11450,274725
20200428,11100,11950,11100,11600,879401
20200427,10350,11000,10350,10900,253351
20200424,10600,10600,10250,10300,169888
20200423,10850,10900,10600,10600,160529
20200422,10350,10850,10250,10750,226831
20200421,11000,11200,10150,10600,496556
20200420,11150,11500,10950,11200,280892
20200417,10900,11500,10800,11100,435327
20200416,10900,10900,10600,10750,236355
20200414,11000,11150,10650,10900,261624
