,open,high,low,close,volume
202010141530,8570,8570,8570,8570,8811
202010141520,8570,8570,8520,8560,1350
202010141519,8570,8570,8520,8570,814
202010141518,8580,8580,8570,8570,438
202010141517,8530,8580,8510,8570,1304
202010141516,8500,8530,8500,8510,1179
202010141515,8500,8500,8500,8500,2467
202010141514,8520,8530,8500,8500,1821
202010141513,8500,8520,8500,8500,1150
202010141512,8500,8510,8490,8490,1020
202010141511,8500,8500,8490,8500,111
202010141510,8490,8490,8490,8490,231
202010141509,8600,8600,8480,8480,21869
202010141508,8590,8600,8590,8600,340
202010141507,8590,8600,8590,8590,324
202010141506,8590,8590,8590,8590,114
202010141505,8610,8620,8590,8620,1427
202010141504,8610,8620,8610,8610,633
202010141503,8590,8600,8590,8600,291
202010141502,8600,8600,8570,8590,1428
202010141501,8620,8620,8600,8610,761
202010141500,8610,8620,8610,8610,1230
202010141459,8600,8610,8600,8610,1119
202010141458,8620,8630,8610,8610,5100
202010141457,8610,8610,8570,8570,1104
202010141456,8610,8610,8590,8610,3315
202010141455,8610,8620,8600,8600,3192
202010141454,8620,8640,8620,8630,2347
202010141453,8580,8640,8580,8630,2230
202010141452,8590,8590,8570,8580,663
202010141451,8600,8600,8560,8590,139
202010141450,8620,8620,8550,8550,1749
202010141449,8580,8630,8560,8620,2694
202010141448,8580,8590,8560,8580,2260
202010141447,8600,8600,8580,8590,1017
202010141446,8600,8600,8570,8590,233
202010141445,8600,8600,8570,8600,1635
202010141444,8600,8610,8570,8580,3146
202010141443,8630,8630,8590,8630,323
202010141442,8670,8670,8550,8640,17112
202010141441,8660,8670,8600,8670,4444
202010141440,8680,8680,8650,8680,570
202010141439,8610,8680,8610,8680,5394
202010141438,8600,8610,8600,8610,772
202010141437,8610,8620,8600,8600,173
202010141436,8600,8610,8590,8610,1222
202010141435,8600,8600,8590,8600,931
202010141434,8620,8620,8600,8600,1912
202010141433,8620,8620,8610,8610,279
202010141432,8620,8620,8580,8620,548
202010141431,8610,8620,8600,8620,3447
202010141430,8630,8630,8620,8620,609
202010141429,8610,8630,8610,8630,1097
202010141428,8650,8650,8570,8570,3191
202010141427,8630,8690,8630,8680,1990
202010141426,8630,8640,8570,8630,709
202010141425,8590,8700,8590,8660,14137
202010141424,8580,8590,8580,8590,1205
202010141423,8570,8590,8560,8580,1152
202010141422,8560,8590,8550,8590,789
202010141421,8540,8560,8540,8560,1678
202010141420,8570,8590,8540,8540,1576
